modality,long_insert_size_False_phenotype_False,long_insert_size_False_phenotype_True,long_insert_size_True_phenotype_False,long_insert_size_True_phenotype_True,odds_ratio,pvalue
ORF,5579,343,7365,452,0.9982238109092925,1.0
