Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
PRDM10	Approved		28|1197	56980
PRDM10-DT	Approved	C11orf37, NCRNA00167, LINC00167	1990	440072
PRDM11	Approved		1197	56981
PRDM12	Approved		1197|28	59335
PRDM13	Approved		28|1197	59336
PRDM14	Approved		1197|28	63978
PRDM15	Approved	ZNF298, C21orf83	1197|28	63977
PRDM16	Approved		28|487|1691|1197	63976
PRDM16-DT	Approved	LINC00982	1990	440556
PRDX1	Approved	PAGA	953	5052
PRDX1P1	Approved	PAGB, TDPX2		7002
PRDX2	Approved	TDPX1	953	7001
PRDX2P1	Approved			359844
PRDX2P2	Approved			646218
PRDX2P3	Approved			100418943
PRDX2P4	Approved			442239
PRDX3	Approved	AOP1	953	10935
PRDX3P1	Approved			100419031
PRDX3P2	Approved			100128092
PRDX3P3	Approved			100128902
PRDX3P4	Approved			100418955
PRDX4	Approved		953	10549
PRDX4P1	Approved			100418949
PRDX4P2	Approved			100418942
PRDX5	Approved		953	25824
PRDX5P1	Approved			111501764
PRDX6	Approved		953	9588
PRDX6-AS1	Approved		1987	101928673
PREB	Approved		362	10113
PRECSIT	Approved	C13orf29, NCRNA00346, LINC00346	1992	283487
PRELID1	Approved		1295	27166
PRELID1P1	Approved			728666
PRELID1P2	Approved			100419971
PRELID1P3	Approved			100420046
PRELID1P4	Approved			390572
PRELID1P5	Approved			388734
PRELID1P6	Approved			388955
PRELID1P7	Approved			
PRELID2	Approved		1295	153768
PRELID2P1	Approved			
PRELID3A	Approved	C18orf43, SLMO1	1295	10650
PRELID3B	Approved	C20orf45, SLMO2	1295	51012
PRELID3BP1	Approved	SLMO2P1		100129664
PRELID3BP2	Approved	SLMO2P2		
PRELID3BP3	Approved	SLMO2P3		100128712
PRELID3BP4	Approved			100420275
PRELID3BP5	Approved			106480242
PRELID3BP6	Approved			100132940
PRELID3BP7	Approved			730974
PRELID3BP8	Approved			106480243
PRELID3BP9	Approved			100420277
PRELID3BP10	Approved			646873
PRELID3BP11	Approved	SLMO2P11		102723314
PRELP	Approved		573	5549
PREP	Approved			5550
PREPL	Approved			9581
PREX1	Approved		722|2329|1220|682	57580
PREX2	Approved	DEPDC2	722|2329|1220|694	80243
PRF1	Approved		823	5551
PRG2	Approved		1298	5553
PRG3	Approved		1298	10394
PRG4	Approved	CACP		10216
PRGS	Symbol Withdrawn			
PRH1	Approved		972|2293	5554
PRH2	Approved		972|2293	5555
PRHX	Symbol Withdrawn			
PRICKLE1	Approved		1184|1218	144165
PRICKLE1P1	Approved			100131977
PRICKLE2	Approved		1184|1218	166336
PRICKLE2-AS1	Approved		1987	100652759
PRICKLE2-AS2	Approved		1987	
PRICKLE2-AS3	Approved		1987	
PRICKLE2-DT	Approved		1990	101929316
PRICKLE3	Approved	LMO6	1218|1184	4007
PRICKLE4	Approved	C6orf49	1184|1218	29964
PRIM1	Approved			5557
PRIM2	Approved	PRIM2A	1691	5558
PRIM2B	Entry Withdrawn			
PRIM2BP	Approved			100996481
PRIMA1	Approved			145270
PRIMPOL	Approved	CCDC111	535	201973
PRINS	Approved		1992	100169750
PRIP	Symbol Withdrawn			
PRKA1	Symbol Withdrawn			
PRKA2	Symbol Withdrawn			
PRKAA	Symbol Withdrawn			
PRKAA1	Approved		2134	5562
PRKAA2	Approved	PRKAA	2134	5563
PRKAB1	Approved			5564
PRKAB2	Approved			5565
PRKACA	Approved		2144|1625	5566
PRKACB	Approved		1625|2144	5567
PRKACB-DT	Approved		1990	
PRKACG	Approved		2144|1625	5568
PRKACN1	Symbol Withdrawn			
PRKACN2	Symbol Withdrawn			
PRKAG1	Approved			5571
PRKAG2	Approved			51422
PRKAG2-AS1	Approved		1987	100505483
PRKAG2-AS2	Approved		1987	644090
PRKAG3	Approved			53632
PRKAR1A	Approved	PRKAR1, TSE1, PKR1, Prkar1alpha	2144	5573
PRKAR1AP1	Approved	PRKAR1AP		5574
PRKAR1B	Approved		2144	5575
PRKAR1B-AS1	Approved		1987	101926963
PRKAR1B-AS2	Approved		1987	101927000
PRKAR2A	Approved	PRKAR2	2144	5576
PRKAR2A-AS1	Approved		1987	100506637
PRKAR2B	Approved	PRKAR2	2144	5577
PRKAR2B-AS1	Approved		1987	105375441
PRKCA	Approved	PKCA	1691|1625|835	5578
PRKCA-AS1	Approved		1987	101928001
PRKCB	Approved	PRKCB2, PKCB, PRKCB1	1625|835|1691	5579
PRKCB2	Symbol Withdrawn			
PRKCD	Approved		1625|835	5580
PRKCE	Approved		1625|835	5581
PRKCE-AS1	Approved		1987	105374580
PRKCG	Approved	PKCG, SCA14	835	5582
PRKCH	Approved	PRKCL	1625|835	5583
PRKCH-AS1	Approved		1987	
PRKCI	Approved	DXS1179E	1625	5584
PRKCIP1	Approved			158948
PRKCNH1	Symbol Withdrawn			
PRKCQ	Approved		1625|835	5588
PRKCQ-AS1	Approved		1987	439949
PRKCSH	Approved	G19P1, PCLD, PLD1	863|1233	5589
PRKCZ	Approved		1625	5590
PRKCZ-AS1	Approved		1987	
PRKCZ-DT	Approved		1990	105378591
PRKD1	Approved	PRKCM	682	5587
PRKD2	Approved		1691|682	25865
PRKD3	Approved	PRKCN	682	23683
PRKD3-DT	Approved		1990	101929542
PRKDC	Approved	HYRC, HYRC1	1492	5591
PRKG1	Approved	PRKGR1B, PRKG1B	1625|1691	5592
PRKG1-AS1	Approved		1987	100506939
PRKG1B	Symbol Withdrawn			
PRKG2	Approved		1625	5593
PRKG2-AS1	Approved		1987	101928942
PRKGR1B	Symbol Withdrawn			
PRKM1	Symbol Withdrawn			
PRKM2	Symbol Withdrawn			
PRKM3	Symbol Withdrawn			
PRKM4	Symbol Withdrawn			
PRKM6	Symbol Withdrawn			
PRKM7	Symbol Withdrawn			
PRKM8	Symbol Withdrawn			
PRKM8IP	Symbol Withdrawn			
PRKM8IPL	Symbol Withdrawn			
PRKM8IPP	Symbol Withdrawn			
PRKM9	Symbol Withdrawn			
PRKM11	Symbol Withdrawn			
PRKM13	Symbol Withdrawn			
PRKMK1	Symbol Withdrawn			
PRKMK2	Symbol Withdrawn			
PRKMK3	Symbol Withdrawn			
PRKMK5	Symbol Withdrawn			
PRKMK6	Symbol Withdrawn			
PRKMK7	Symbol Withdrawn			
PRKN	Approved	PARK2	1391	5071
PRKRA	Approved		1776	8575
PRKRAP1	Approved			731716
PRKRIP1	Approved			79706
PRKX	Approved		1625	5613
PRKX-AS1	Approved		1987	
PRKXP1	Approved			441733
PRKXP2	Approved			5615
PRKY	Approved		1625	5616
PRL	Approved		1902|1175	5617
PRLH	Approved		1902	51052
PRLHR	Approved	GPR10	220	2834
PRLR	Approved			5618
PRM1	Approved			5619
PRM2	Approved			5620
PRM3	Approved			58531
PRMT1	Approved	HRMT1L2	2057|1691	3276
PRMT1P1	Approved			100420910
PRMT2	Approved	HRMT1L1	2057	3275
PRMT3	Approved	HRMT1L3	2057	10196
PRMT5	Approved	HRMT1L5, SKB1	2057	10419
PRMT5-AS1	Approved		1987	100505758
PRMT5-DT	Approved		1990	101926933
PRMT5P1	Approved			100420927
PRMT6	Approved	HRMT1L6	2057	55170
PRMT7	Approved		2057	54496
PRMT8	Approved	HRMT1L3, HRMT1L4	2057	56341
PRMT9	Approved	PRMT10	2057	90826
PRNCR1	Approved	PCAT8	1992	101867536
PRND	Approved			23627
PRNP	Approved	PRIP, GSS, CJD	454|471	5621
PRNT	Approved		1992	149830
PRO1	Symbol Withdrawn			
PROB1	Approved	C5orf65		389333
PROC	Approved		1250|542	5624
PROCA1	Approved			147011
PROCR	Approved		471	10544
PRODH	Approved		2258	5625
PRODH2	Approved		2258	58510
PRODHLP	Approved			440792
PROK1	Approved		2243|542	84432
PROK2	Approved		2243|542	60675
PROKR1	Approved	GPR73	216	10887
PROKR2	Approved	GPR73L1, KAL3	216	128674
PROM1	Approved	PROML1, MCDR2, STGD4	2244|471	8842
PROM2	Approved		2244	150696
PROP1	Approved		521	5626
PRORP	Approved	KIAA0391	1823|1534	9692
PRORSD1P	Approved	NCRNA00117, PRDXDD1P		344405
PRORY	Approved	CYorf17	1992	100533178
PROS1	Approved	PROS	1250	5627
PROS2P	Approved	PROS2, PROSP		5628
PROSER1	Approved	C13orf23		80209
PROSER2	Approved	C10orf47		254427
PROSER2-AS1	Approved		1987	219731
PROSER3	Approved	C19orf55		148137
PROX1	Approved		528	5629
PROX1-AS1	Approved		1987	100505832
PROX1-IT1	Entry Withdrawn			
PROX2	Approved		528	283571
PROZ	Approved		1250	8858
PRP4K	Approved	PRPF4B		8899
PRPF3	Approved	RP18	1502	9129
PRPF4	Approved		1502|362	9128
PRPF4BP1	Approved			653155
PRPF6	Approved	C20orf14	1503	24148
PRPF8	Approved	RP13	999|1508|1510|1516|1503	10594
PRPF18	Approved		1510	8559
PRPF19	Approved	PRP19	1510|365|1361|362	27339
PRPF19-DT	Approved		1990	107984333
PRPF19P1	Approved	PRP19P, PRPF19P		100422496
PRPF31	Approved	RP11	1502	26121
PRPF31-AS1	Approved		1987	
PRPF38A	Approved		1507	84950
PRPF38AP1	Approved			389935
PRPF38AP2	Approved			100131947
PRPF38B	Approved			55119
PRPF39	Approved		1835	55015
PRPF39-DT	Approved		1990	105370474
PRPF40A	Approved	FNBP3	1504	55660
PRPF40B	Approved			25766
PRPH	Approved	NEF4	610	5630
PRPH2	Approved	RP7, RDS	768	5961
PRPS1	Approved	DFN2		5631
PRPS1L1	Approved	PRPSL		221823
PRPS1P1	Approved			
PRPS1P2	Approved	PRPS1L2		100421295
PRPS2	Approved			5634
PRPSAP1	Approved			5635
PRPSAP2	Approved			5636
PRR3	Approved		73	80742
PRR3P1	Approved			100128772
PRR4	Approved	PROL4		11272
PRR5	Approved		1333	55615
PRR5-ARHGAP8	Approved			553158
PRR5L	Approved			79899
PRR7	Approved			80758
PRR7-AS1	Approved		1987	340037
PRR8	Symbol Withdrawn	PRR8		
PRR9	Approved			574414
PRR11	Approved			55771
PRR11-AS1	Approved		1987	
PRR11P1	Approved			100418956
PRR12	Approved	KIAA1205		57479
PRR13	Approved			54458
PRR13P1	Approved			647195
PRR13P2	Approved			
PRR13P3	Approved			100129201
PRR13P4	Approved			100288008
PRR13P5	Approved			440525
PRR13P6	Approved			
PRR13P7	Approved			100289644
PRR14	Approved			78994
PRR14L	Approved	C22orf30		253143
PRR15	Approved			222171
PRR15-DT	Approved		1990	107986700
PRR15L	Approved	ATAD4		79170
PRR16	Approved			51334
PRR18	Approved			285800
PRR19	Approved			284338
PRR20A	Approved	PRR20		122183
PRR20B	Approved			729233
PRR20C	Approved			729240
PRR20D	Approved			729246
PRR20E	Approved			729250
PRR20FP	Approved			106480416
PRR20G	Approved			100419008
PRR21	Approved			643905
PRR22	Approved			163154
PRR23A	Approved			729627
PRR23B	Approved			389151
PRR23C	Approved			389152
PRR23D1	Approved			100131608
PRR23D2	Approved			100133251
PRR23D3P	Approved			101929013
PRR23E	Approved	C3orf56		285311
PRR23E2P	Approved			101060159
PRR25	Approved			388199
PRR27	Approved	C4orf40	2245	401137
PRR29	Approved	C17orf72		92340
PRR29-AS1	Approved		1987	400612
PRR30	Approved	C2orf53		339779
PRR32	Approved	CXorf64		100130613
PRR33	Approved	C11orf89		102724536
PRR34	Approved	C22orf26	1992	55267
PRR34-AS1	Approved		1987	150381
PRR35	Approved	C16orf11		146325
PRR36	Approved			80164
PRRC1	Approved			133619
PRRC2A	Approved	BAT2	1835|1691	7916
PRRC2B	Approved	KIAA0515, BAT2L, BAT2L1	1835	84726
PRRC2C	Approved	BAT2D1, BAT2L2		23215
PRRC2CP1	Approved	BAT2L2P1		360018
PRRG1	Approved		1249	5638
PRRG2	Approved		1249	5639
PRRG3	Approved		1249	79057
PRRG4	Approved		1249	79056
PRRT1	Approved	C6orf31	1600	80863
PRRT1B	Approved		1600	642515
PRRT2	Approved	ICCA, DYT10	1600	112476
PRRT3	Approved			285368
PRRT3-AS1	Approved		1987	100874032
PRRT4	Approved			401399
PRRX1	Approved	PMX1	521	5396
PRRX2	Approved		521	51450
PRRX2-AS1	Approved		1987	101929437
PRS	Entry Withdrawn	MRXS2		
PRSM1	Symbol Withdrawn			
PRSM2	Entry Withdrawn			
PRSS1	Approved	TRY1	738	5644
PRSS2	Approved		738	5645
PRSS3	Approved	PRSS4	738	5646
PRSS3P1	Approved			168330
PRSS3P2	Approved			154754
PRSS3P3	Approved			136540
PRSS3P4	Approved			
PRSS4	Symbol Withdrawn			
PRSS5	Symbol Withdrawn			
PRSS6	Symbol Withdrawn			
PRSS8	Approved		738	5652
PRSS9	Symbol Withdrawn			
PRSS12	Approved		1404|738	8492
PRSS14	Symbol Withdrawn			
PRSS16	Approved		738	10279
PRSS17	Symbol Withdrawn			
PRSS18	Symbol Withdrawn			
PRSS19	Symbol Withdrawn			
PRSS20	Symbol Withdrawn			
PRSS21	Approved		738	10942
PRSS22	Approved		738	64063
PRSS23	Approved		738	11098
PRSS23-AS1	Approved		1987	107984429
PRSS27	Approved		738	83886
PRSS29P	Approved		738	123787
PRSS30P	Approved	TMPRSS8, TMPRSS8P	738	124221
PRSS33	Approved		738	260429
PRSS35	Approved	C6orf158	738	167681
PRSS36	Approved		738	146547
PRSS37	Approved		738	136242
PRSS38	Approved		738	339501
PRSS40A	Approved			150527
PRSS40B	Approved			646743
PRSS41	Approved		738	360226
PRSS42P	Approved	PRSS42	738	339906
PRSS43P	Approved	PRSS43	738	100288960
PRSS44P	Approved	PRSS44	738	729756
PRSS45P	Approved	PRSS45	738	377047
PRSS46P	Approved	PRSS46	738	100287362
PRSS47P	Approved	PRSS47	738	138652
PRSS48	Approved		738	345062
PRSS50	Approved		738	29122
PRSS51	Approved			346702
PRSS52P	Approved			100419209
PRSS53	Approved		738	339105
PRSS54	Approved		738	221191
PRSS55	Approved		738	203074
PRSS56	Approved		738	646960
PRSS57	Approved	PRSSL1	1636|738	400668
PRSS58	Approved		738	136541
PRSS59P	Approved			207147
PRSSL1	Symbol Withdrawn			
PRTFDC1	Approved			56952
PRTG	Approved		593|555	283659
PRTH	Symbol Withdrawn			
PRTN3	Approved		1636	5657
PRTS	Symbol Withdrawn	MRXS1		
PRUNE1	Approved	PRUNE		58497
PRUNE1P1	Approved	PRUNEP1		100129595
PRUNE2	Approved	C9orf65, KIAA0367	1299	158471
PRX	Approved		1220	57716
PRXL2A	Approved	C10orf58, FAM213A		84293
PRXL2AP1	Approved	FAM213AP1		100420900
PRXL2AP2	Approved	FAM213AP2		100131252
PRXL2B	Approved	C1orf93, FAM213B		127281
PRXL2C	Approved	C9orf21, AAED1		195827
PRXL2CP1	Approved			650181
PRY	Approved		2293	9081
PRY2	Approved		2293	442862
PRYP1	Approved	PRYP7, PRY4P		442863
PRYP2	Approved			442864
PRYP3	Approved			442865
PRYP4	Approved			442866
PRYP5	Approved			
PRYP6	Approved			
PRYP7	Symbol Withdrawn	PRY4P		
PSACH	Symbol Withdrawn			
PSAP	Approved	SAP1, GLBA, SAP2	542	5660
PSAPL1	Approved			768239
PSAT1	Approved			29968
PSAT1P1	Approved	C8orf62		137133
PSAT1P2	Approved			
PSAT1P3	Approved			729779
PSAT1P4	Approved			100287630
PSBP1	Symbol Withdrawn			
PSCA	Approved		1226	8000
PSCD2L	Symbol Withdrawn	PSCD2L		
PSD	Approved		1948|682	5662
PSD2	Approved		1948|682	84249
PSD2-AS1	Approved		1987	101929696
PSD3	Approved		1948|682	23362
PSD4	Approved		1948|682	23550
PSEN1	Approved	AD3	2099	5663
PSEN2	Approved	AD4	2099	5664
PSENEN	Approved			55851
PSF1	Entry Withdrawn			
PSF2	Entry Withdrawn			
PSF3	Entry Withdrawn			
PSF4	Entry Withdrawn			
PSG1	Approved	PSBG1	1315|471|590	5669
PSG2	Approved	PSBG2	590|1315	5670
PSG3	Approved		1315|590	5671
PSG4	Approved		590|1315	5672
PSG5	Approved		1315|590	5673
PSG6	Approved		590|1315	5675
PSG7	Approved		1315	5676
PSG8	Approved		1315|590	440533
PSG8-AS1	Approved		1987	100289650
PSG9	Approved	PSG11	590|1315	5678
PSG10P	Approved	PSG12, PSG10	1315	653492
PSG11	Approved	PSG13, PSG14	1315|590	5680
PSG11-AS1	Approved		1987	
PSG12	Symbol Withdrawn			
PSG13	Symbol Withdrawn			
PSIP1	Approved	PSIP2	1418	11168
PSIP1P1	Approved	PSIP1P		353329
PSIP1P2	Approved			360022
PSIP2	Symbol Withdrawn			
PSKH1	Approved			5681
PSKH2	Approved			85481
PSLNR	Approved		1992	106146148
PSMA1	Approved		690	5682
PSMA1P1	Approved			100422286
PSMA2	Approved		690	5683
PSMA2P1	Approved			100130923
PSMA2P2	Approved			100131775
PSMA2P3	Approved			79055
PSMA3	Approved		690	5684
PSMA3-AS1	Approved		1987	379025
PSMA3P1	Approved	PSMA3P		326617
PSMA4	Approved		690	5685
PSMA5	Approved		690	5686
PSMA5P1	Approved			
PSMA6	Approved		690	5687
PSMA6P1	Approved	PSMA6P		64596
PSMA6P2	Approved			729412
PSMA6P3	Approved			
PSMA6P4	Approved			121906
PSMA7	Approved		690	5688
PSMA7P1	Approved	PSMA7P		117134610
PSMA8	Approved		690	143471
PSMB1	Approved		690	5689
PSMB2	Approved		690	5690
PSMB3	Approved		690	5691
PSMB3P1	Approved	PSMB3P		121131
PSMB3P2	Approved			130700
PSMB4	Approved		690	5692
PSMB5	Approved		690	5693
PSMB6	Approved		690	5694
PSMB7	Approved		690	5695
PSMB7P1	Approved			100422289
PSMB8	Approved	LMP7	690	5696
PSMB8-AS1	Approved	TAPSAR1	1987	100507463
PSMB9	Approved	LMP2	690	5698
PSMB10	Approved	MECL1	690	5699
PSMB11	Approved			122706
PSMC1	Approved		690|413	5700
PSMC1P1	Approved	PSMC1P		151645
PSMC1P2	Approved			442291
PSMC1P3	Approved			392100
PSMC1P4	Approved			345645
PSMC1P5	Approved			
PSMC1P6	Approved			643766
PSMC1P7	Approved			646085
PSMC1P8	Approved			390297
PSMC1P9	Approved			643668
PSMC1P10	Approved			388925
PSMC1P11	Approved			442153
PSMC1P12	Approved			644094
PSMC1P13	Approved			100422305
PSMC2	Approved		413|690	5701
PSMC2P1	Approved			729674
PSMC2P2	Approved			100422271
PSMC3	Approved		690|413	5702
PSMC3IP	Approved			29893
PSMC3P1	Approved	PSMC3P		5703
PSMC4	Approved	MIP224	413|690	5704
PSMC5	Approved		690|413	5705
PSMC6	Approved		413|690	5706
PSMC6P1	Approved	PSMC6P		266723
PSMC6P2	Approved			160410
PSMC6P3	Approved			100128218
PSMD1	Approved		690|1492	5707
PSMD2	Approved		690|1492	5708
PSMD2P1	Approved			266783
PSMD3	Approved	TSTA2	690	5709
PSMD4	Approved		690	5710
PSMD4P1	Approved	PSMD4P, PSMD15		54035
PSMD5	Approved		690|1492	5711
PSMD6	Approved		690	9861
PSMD6-AS1	Approved		1987	
PSMD6-AS2	Approved		1987	100507062
PSMD7	Approved		690|999	5713
PSMD7-DT	Approved		1990	101928035
PSMD7P1	Approved	MOV34L, PSMD7L		280637
PSMD8	Approved		690	5714
PSMD8P1	Approved			100422411
PSMD9	Approved		1220|690	5715
PSMD10	Approved		403|690	5716
PSMD10P1	Approved	PSMD10P		170541
PSMD10P2	Approved			280644
PSMD10P3	Approved			338091
PSMD11	Approved		690	5717
PSMD12	Approved		690	5718
PSMD12P1	Approved	PSMD12P		317753
PSMD13	Approved		690	5719
PSMD14	Approved		999|690	10213
PSMD14-DT	Approved		1990	101929512
PSMD14P1	Approved			100131284
PSME1	Approved		690	5720
PSME2	Approved		690|1691	5721
PSME2P1	Approved	PSME2P		257093
PSME2P2	Approved			338099
PSME2P3	Approved			338095
PSME2P4	Approved			338096
PSME2P5	Approved			338097
PSME2P6	Approved			338098
PSME3	Approved		690	10197
PSME3IP1	Approved	C16orf94, FAM192A		80011
PSME4	Approved		690|1492	23198
PSMF1	Approved		690	9491
PSMG1	Approved	DSCR2		8624
PSMG2	Approved	TNFSF5IP1		56984
PSMG3	Approved	C7orf48		84262
PSMG3-AS1	Approved		1987	114796
PSMG3P1	Approved			
PSMG3P2	Approved			
PSMG4	Approved	C6orf86		389362
PSOR1	Symbol Withdrawn			
PSORS1	Symbol Withdrawn			
PSORS1C1	Approved	C6orf16		170679
PSORS1C2	Approved	C6orf17		170680
PSORS1C3	Approved		1992	100130889
PSORS2	Symbol Withdrawn			
PSORS3	Entry Withdrawn			
PSORS4	Entry Withdrawn			
PSORS5	Entry Withdrawn			
PSORS6	Entry Withdrawn			
PSORS7	Entry Withdrawn			
PSORS8	Entry Withdrawn			
PSORS9	Entry Withdrawn			
PSORS10	Entry Withdrawn			
PSP	Symbol Withdrawn			
PSPC1	Approved		725	55269
PSPC1-AS1	Entry Withdrawn			
PSPC1-AS2	Approved		1987	
PSPC1-OT1	Entry Withdrawn			
PSPC1P1	Approved			642395
PSPC1P2	Approved			100873875
PSPH	Approved	PSP	1045	5723
PSPHP1	Approved	PSPHL		8781
PSPN	Approved		1586	5623
PSRC1	Approved			84722
PSTK	Approved	C10orf89		118672
PSTPIP1	Approved		1288	9051
PSTPIP2	Approved		1288	9050
PTAFR	Approved		208	5724
PTAR1	Approved		687	375743
PTBP1	Approved	PTB	725|1691|1950	5725
PTBP1P	Approved			122888
PTBP2	Approved		725|1950	58155
PTBP3	Approved	ROD1	725	9991
PTC	Symbol Withdrawn			
PTCD1	Approved		1823	26024
PTCD2	Approved		1823	79810
PTCD2P1	Approved			100131302
PTCD2P2	Approved			100132487
PTCD3	Approved		1823|1835|1996|646	55037
PTCH1	Approved	NBCCS, PTCH		5727
PTCH2	Approved			8643
PTCHD1	Approved			139411
PTCHD1-AS	Approved		1987	100873065
PTCHD3	Approved			374308
PTCHD3P1	Approved			387647
PTCHD3P2	Approved			100533664
PTCHD3P3	Approved			100533665
PTCHD4	Approved	C6orf138		442213
PTCRA	Approved			171558
PTCSC1	Approved	PTCSC	1992	100302522
PTCSC2	Approved		1992	101928337
PTCSC3	Approved		1992	100886964
PTDSS1	Approved			9791
PTDSS2	Approved			81490
PTEN	Approved	BZS, MHAM	1079|902|837	5728
PTENP1	Approved			11191
PTENP1-AS	Approved		1987	101243555
PTER	Approved			9317
PTF1A	Approved		420|1608	256297
PTGDR	Approved		207	5729
PTGDR2	Approved	GPR44	471|207	11251
PTGDS	Approved		631	5730
PTGER1	Approved		207	5731
PTGER2	Approved		207	5732
PTGER3	Approved		207	5733
PTGER4	Approved		207	5734
PTGER4P1	Approved			5735
PTGER4P2	Approved			
PTGER4P2-CDK2AP2P2	Approved			442421
PTGER4P3	Approved			
PTGES	Approved	MGST1L1		9536
PTGES2	Approved	C9orf15	1468	80142
PTGES2-AS1	Approved		1987	389791
PTGES3	Approved			10728
PTGES3L	Approved			100885848
PTGES3L-AARSD1	Approved			100885850
PTGES3P1	Approved			284672
PTGES3P2	Approved			
PTGES3P3	Approved			441050
PTGES3P4	Approved			
PTGES3P5	Approved			
PTGFR	Approved		207	5737
PTGFRN	Approved		590|471	5738
PTGIR	Approved		207	5739
PTGIS	Approved		1006	5740
PTGR1	Approved	LTB4DH		22949
PTGR2	Approved	ZADH1		145482
PTGR3	Approved	ZADH2		284273
PTGS1	Approved			5742
PTGS2	Approved			5743
PTH	Approved		542	5741
PTH1R	Approved	PTHR, PTHR1	270	5745
PTH2	Approved		542	113091
PTH2R	Approved	PTHR2	270	5746
PTHLH	Approved		1902|542	5744
PTK1	Symbol Withdrawn			
PTK2	Approved		694|1644|1293|1691	5747
PTK2B	Approved	FAK2	1691|870|1644|1293	2185
PTK3A	Symbol Withdrawn			
PTK3B	Entry Withdrawn			
PTK4	Symbol Withdrawn			
PTK5	Symbol Withdrawn			
PTK6	Approved		1645|741	5753
PTK7	Approved		593|321	5754
PTK8	Symbol Withdrawn			
PTLAH	Entry Withdrawn			
PTMA	Approved	TMSA	1691	5757
PTMAP1	Approved			5758
PTMAP2	Approved			5759
PTMAP3	Approved			5760
PTMAP4	Approved			5761
PTMAP5	Approved			150928
PTMAP6	Approved			170542
PTMAP7	Approved			326626
PTMAP8	Approved			728873
PTMAP9	Approved			100506248
PTMAP10	Approved			442727
PTMAP11	Approved			441454
PTMAP12	Approved			728026
PTMAP13	Approved			105371898
PTMAP14	Approved			105373140
PTMAP15	Approved			112935968
PTMS	Approved			5763
PTN	Approved	NEGF1	542	5764
PTOS1	Entry Withdrawn			
PTOV1	Approved		1691	53635
PTOV1-AS1	Approved		1987	100506033
PTOV1-AS2	Approved		1987	101928378
PTOV1P1	Approved			442087
PTP4A	Symbol Withdrawn			
PTP4A1	Approved		899	7803
PTP4A1P1	Approved			100421652
PTP4A1P2	Approved			100499563
PTP4A1P3	Approved			
PTP4A1P4	Approved			100129564
PTP4A1P5	Approved			100289380
PTP4A1P6	Approved			100129472
PTP4A1P7	Approved			100421681
PTP4A2	Approved	PTP4A	899	8073
PTP4A2P1	Approved	PTP4AP1		5767
PTP4A2P2	Approved	PTP4AP2		5769
PTP4A3	Approved		899	11156
PTPA	Approved	PPP2R4	1265|909	5524
PTPDC1	Approved		900	138639
PTPLC	Entry Withdrawn			
PTPMT1	Approved		1079|896	114971
PTPN1	Approved	PTP1B	812	5770
PTPN2	Approved	PTPT	812	5771
PTPN2P1	Approved	PTPN2P, PTPTP1		646981
PTPN2P2	Approved			646758
PTPN3	Approved		1220|812|1691|1293	5774
PTPN4	Approved		1293|1220|812	5775
PTPN5	Approved		812	84867
PTPN6	Approved		812|741	5777
PTPN7	Approved		812	5778
PTPN8	Symbol Withdrawn			
PTPN9	Approved		812	5780
PTPN10	Symbol Withdrawn			
PTPN11	Approved	NS1	812|741	5781
PTPN11P1	Approved			344593
PTPN11P2	Approved			100421822
PTPN11P3	Approved			442263
PTPN11P4	Approved			391771
PTPN11P5	Approved			442113
PTPN12	Approved		812	5782
PTPN13	Approved		1220|812|1293	5783
PTPN14	Approved		1293|812	5784
PTPN17	Entry Withdrawn	PTPN17		
PTPN18	Approved		812	26469
PTPN20	Approved	PTPN20A, PTPN20B	812	26095
PTPN20A	Symbol Withdrawn			
PTPN20CP	Approved	PTPN20C	812	653045
PTPN21	Approved		812|1293	11099
PTPN22	Approved	PTPN8	812	26191
PTPN23	Approved		812	25930
PTPN23-DT	Approved		1990	
PTPRA	Approved	PTPRL2, PTPA	813	5786
PTPRB	Approved	PTPB	813|555	5787
PTPRC	Approved	CD45	555|813|471	5788
PTPRCAP	Approved			5790
PTPRD	Approved		555|593|2295|813	5789
PTPRD-AS1	Approved		1987	101929407
PTPRD-DT	Approved	PTPRD-AS2	1990	101929428
PTPRE	Approved		813	5791
PTPRF	Approved	LAR	813|555|593|2295	5792
PTPRG	Approved	PTPG	813|555	5793
PTPRG-AS1	Approved		1987	100506994
PTPRH	Approved		555|813	5794
PTPRJ	Approved		813|471|555|1691	5795
PTPRJ-AS1	Approved		1987	
PTPRK	Approved		813|594|555	5796
PTPRK-AS1	Approved		1987	101928140
PTPRM	Approved	PTPRL1	555|813|593|1410	5797
PTPRN	Approved		1691|813	5798
PTPRN2	Approved		813|1691	5799
PTPRN2-AS1	Approved		1987	100506585
