,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH3B2,ALDH7A1,ANO1,APLNR,ARIH1,ATM,ATP2A2,BARX2,BIRC6,CAPN15,CAPN8,CARD8,CBLIF,CDC42,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,COPS2,COPS6,CSF2,CSNK1G3,CTNNB1,CTSL,CYP11B1,CYP2A7,DAD1,DDB1,DDX41,DHX38,DLEC1,DMTF1,DNA2,DUSP1,DYNLL1,E4F1,EGLN1,EIF4A3,ELOA,ETF1,FANCM,FFAR3,FGF1,FOLR1,FOXJ2,FOXJ3,FPR3,FURIN,FXYD2,GABBR1,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HESX1,HSPA2,HSPA5,HTR6,HYOU1,IKZF4,IL5,INPPL1,JUN,KCNAB1,KCNJ5,KIF5B,KLF13,LEPR,LZTR1,MAP2K1,MAP2K7,MAP3K6,MAPK7,MBD1,MIR9-1HG,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NDOR1,NFKBIB,NFRKB,NFYA,NFYB,NFYC,NTF4,NXF1,OGA,OGT,PCSK7,PCYT1A,PDCL,PDE6H,PHYHD1,PKIB,PKMYT1,POLA2,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP1R12A,PPP2R1A,PRDM10,PRIM1,PRKACB,PRKCE,PTBP1,PUS3,PYGM,RAN,RC3H2,REST,REV3L,RPN1,SAE1,SCN8A,SEC16A,SLC17A7,SLC26A5,SLK,SMPDL3B,SRD5A1,SSBP2,STK11,STT3A,STX18,TCIRG1,THAP11,TNFRSF4,TRAF3,TRIM48,UBA2,VCP,VHL,VN1R2,XAB2,YARS1,ZNF302,ZNF467,ZNF83
MPP4,-0.03555892,0.08830024,-0.021367438,0.06329785,0.01209615,0.05969912,0.035367444,-0.12295801,0.030763255,0.19192447,-0.0133680925,-0.22579345,0.012604369,-0.014596805,-0.1183814,0.29928127,-0.095555484,-0.32068852,0.1534607,0.09274016,0.011024613,-0.024044342,0.072279036,0.11758261,0.1098559,-0.15611939,-0.060539283,-0.2851774,0.013004598,-0.0013333408,0.04809582,0.103533834,0.007294326,-0.10290972,-0.16889773,0.009227124,-0.0004585646,0.15950623,0.24692547,0.033269607,-0.0060522486,0.2295956,-0.011297181,0.10231698,0.051097877,-0.00032936223,0.0545025,-0.26317897,-0.008247335,0.062166434,-0.2034319,0.08543632,-0.044930287,0.33158532,0.09746716,-0.031279374,0.10650852,0.0069510955,-0.102465585,-0.11611653,0.038253147,0.020303272,-0.058308303,0.050858572,-0.070081756,0.18107961,-0.23113894,-0.014491387,-0.28399038,0.18364894,-0.034423158,-0.011938295,-0.15179859,0.10051843,0.07448068,0.010295854,0.10649985,0.032895993,0.07367584,-0.11501381,0.070707105,0.09617509,-0.1295501,0.19401033,0.12646914,0.07674522,0.2022813,0.064076945,0.130583,-0.39639667,0.17324533,-0.02910161,1.0,0.16852672,-0.048655733,-0.017289514,0.0017493835,-0.014874024,-0.13636938,0.17306861,0.19577368,0.23987792,0.0010109434,0.06417868,0.33202007,-0.11124826,-0.04662672,-0.13964637,-0.29200757,-0.074300855,0.28012788,0.07650069,-0.15848345,0.06805335,-0.08648727,-0.09436555,-0.14054035,0.059119046,0.2830685,0.16435646,-0.6177329,0.0046041207,0.15419334,0.0017791144,-0.134648,0.0033289592,-0.08216224,0.0467523,-0.023298671,-0.10149811,0.16948415,-0.034623444,0.1023357,-0.23539321,0.058297724,-0.09925632,0.10947009,0.005934264,-0.1777608,-0.02741341,-0.040729333,-0.13886106,-0.094028056,-0.04694576,-0.13813384,-0.09871206,0.055868994,-0.083921894,0.2344606,-0.04030529,-0.23784989,-0.09157733,-0.09368175,0.020102553,-0.03235086,0.03857129,-0.014256314,-0.040259056,-0.0995797
NAE1,0.028163034,0.48845544,0.46242142,0.33321515,-0.44223937,0.35710764,0.3283334,0.42247486,-0.46676353,0.48794407,-0.58596224,-0.30952787,-0.47877458,-0.41154593,0.18249956,0.3613114,-0.47789073,0.26657197,-0.023277633,0.403499,0.5038581,0.4127772,0.50552154,0.42855138,0.39759248,0.33251014,-0.37438074,-0.26610503,-0.37037197,0.4114026,0.47817877,0.33835423,0.34665468,-0.29697362,0.23156926,0.42641443,0.39037102,-0.40930238,0.28203756,0.43310088,0.41996238,0.4904733,0.35547724,0.15180938,0.43116564,-0.48169222,0.42598215,0.08103989,0.02216047,-0.5119349,-0.4941267,0.21264602,-0.45384032,-0.19348189,0.46035358,0.18778135,0.46009082,-0.45927843,-0.64768934,-0.44245505,-0.04620173,0.37887958,-0.4934639,0.5102452,0.0122657055,-0.33518273,-0.5762915,0.4253265,0.3224097,-0.35937092,-0.1136178,0.05325169,0.3322651,-0.4420372,0.42051476,0.2588771,0.45349088,-0.44436523,-0.16436984,-0.41381827,-0.43930665,0.5080252,0.27721024,-0.33608073,0.53355503,-0.54358673,-0.24164644,-0.37589452,-0.25471607,-0.2477832,0.39985654,-0.01852253,0.16852672,1.0,0.43094888,-0.4777785,0.38556966,-0.3792912,-0.2866497,0.2967211,0.20299882,0.29695737,-0.2913535,0.059928767,-0.014969362,0.0267076,-0.33578035,-0.33057326,-0.3165049,-0.4191622,-0.4394551,0.5198569,-0.35870305,0.20104356,0.010338267,0.3349487,0.4807152,0.43167287,0.24553004,0.38646492,-0.054769482,-0.539277,0.22229244,0.35836163,-0.2248658,0.47781554,-0.40635946,0.4743344,0.005169419,0.3194878,0.39425907,0.3543685,-0.44039896,-0.512947,0.40723357,-0.28864262,0.4002663,0.29877514,-0.13195226,0.34434935,0.028385025,0.047660604,0.47068554,-0.34605375,-0.064958945,0.36373273,-0.4631659,0.45838648,-0.054319225,0.45698822,-0.47102946,0.08904821,0.17396885,-0.41376317,0.11234756,-0.49454325,-0.43519792,-0.02053117,-0.40897888
NANP,-0.11752378,0.38783762,0.46766594,0.14512075,-0.29102072,0.47127682,0.14600025,0.44295055,-0.48365045,0.5163602,-0.43778595,-0.34862158,-0.48144567,-0.44253257,0.39783502,0.26060018,-0.30955696,0.44035473,-0.115702495,0.26760644,0.2662403,0.39389133,0.55576575,0.3079466,0.5737326,0.1468605,-0.24531806,-0.310143,-0.20751716,0.41513103,0.4357056,0.17479424,0.17997596,-0.51456183,0.12411584,0.45716086,0.26074868,-0.5209857,0.17372091,0.3438849,0.4215728,0.36216584,0.37222478,0.26544812,0.40869695,-0.42096424,0.2634106,0.13321117,-0.07674214,-0.36639076,-0.40574792,0.3448412,-0.20055492,-0.14109507,0.44831994,0.41943112,0.4739857,-0.25615063,-0.4473233,-0.3969572,0.07235404,0.49978924,-0.3427944,0.53683186,0.11430278,-0.279972,-0.5254994,0.3151107,0.30522427,-0.40462804,0.049145263,-0.07970879,0.3676572,-0.5167534,0.3517745,0.17774601,0.5175672,-0.37776902,-0.043731727,-0.44780603,-0.4385566,0.44458866,0.037188426,-0.23437414,0.38325462,-0.53498685,-0.32203895,-0.36049387,-0.32205123,-0.13979383,0.5154147,-0.054606766,-0.048655733,0.43094888,1.0,-0.36419448,0.53930926,-0.107250296,-0.4026188,0.23747692,0.258148,0.3190671,-0.2724859,-0.09577964,-0.27243313,0.2976795,-0.5141641,-0.5039805,-0.29810137,-0.43963337,-0.4322743,0.32742772,-0.44040993,0.33416912,-0.058345392,0.2658332,0.56642044,0.34881383,0.09946565,0.25416186,0.00391089,-0.6322052,0.29009327,0.4062611,-0.20804498,0.6395695,-0.4810981,0.41407114,-0.08808694,0.37020528,0.47106826,0.42824987,-0.5698282,-0.51708204,0.23436588,-0.52524704,0.22854017,0.32389307,-0.0229385,0.43857145,0.08644451,0.01625606,0.38053614,-0.51460135,-0.24454558,0.42854872,-0.44469178,0.45586622,-0.124719314,0.38006052,-0.39995283,-0.08076006,0.14553323,-0.2974753,-0.030524064,-0.39936584,-0.3616028,0.035833925,-0.19334863
NCS1,-0.021681841,-0.40468878,-0.37038076,-0.39014962,0.39032963,-0.3997404,-0.31035498,-0.20633173,0.2906833,-0.2819022,0.5681402,0.15285452,0.36365774,0.45202562,-0.0949277,-0.103571296,0.4791842,-0.35316834,-0.0598097,-0.3669181,-0.38732442,-0.36302602,-0.42883268,-0.34707123,-0.28632373,-0.3395133,0.34006745,0.19723964,0.3581702,-0.35323688,-0.35461348,-0.31275862,-0.3469509,0.18297891,-0.2711292,-0.5154564,-0.45873374,0.2834777,-0.23024252,-0.36309364,-0.38885877,-0.37034163,-0.36010084,-0.24943297,-0.40784827,0.47979382,-0.42346,-0.16667047,-0.016186662,0.62391126,0.31036386,-0.253953,0.4001933,0.13692205,-0.38421217,-0.24116802,-0.34349334,0.4284287,0.5026252,0.40164694,-0.006501626,-0.39190435,0.46606454,-0.38003698,-0.1382367,0.3783049,0.36930725,-0.3615006,-0.35072258,0.44328645,0.04324452,-0.10891178,-0.4145496,0.3694378,-0.37643427,-0.29851982,-0.42800376,0.40568146,0.09276291,0.31316328,0.42520505,-0.41609624,-0.19179337,0.45973212,-0.41274887,0.54919434,0.33186516,0.26291633,0.33621177,0.11182477,-0.32303572,0.11546844,-0.017289514,-0.4777785,-0.36419448,1.0,-0.39846268,0.38460284,0.24444152,-0.2148158,-0.0015478274,-0.12773167,0.33232954,0.0048491885,0.17532143,-0.19118245,0.1511227,0.22424805,0.136134,0.24617408,0.38745227,-0.62074214,0.14073727,-0.03573737,-0.029809121,-0.4161523,-0.49471587,-0.44096595,-0.17868531,-0.3126097,-0.016309846,0.51049626,-0.06382331,-0.34795937,0.27839673,-0.49734762,0.25684696,-0.43482226,0.022743294,-0.4018315,-0.42581835,-0.1306893,0.31656885,0.38527417,-0.44363502,0.20623775,-0.36085936,-0.38228518,0.15652859,-0.27101836,-0.004541413,-0.12548175,-0.4565469,0.07050839,-0.0075210715,-0.4490001,0.4847377,-0.39200708,0.24348125,-0.49897236,0.27215666,-0.10918105,-0.2668462,0.47837642,-0.11029839,0.448718,0.46230072,0.019900104,0.330695
NDOR1,-0.20025587,0.29552954,0.4044301,-0.023169875,-0.39659905,0.51461476,0.08586362,0.44825155,-0.48607057,0.5075857,-0.43774927,-0.4478091,-0.38468376,-0.39709988,0.25685886,0.13648325,-0.2723552,0.25515428,-0.28138968,0.24907896,0.16299577,0.49609873,0.60247797,0.1729559,0.56781703,0.046718057,-0.16226329,-0.35154924,-0.1908358,0.43120798,0.3589532,0.044877566,0.027835313,-0.45069504,-0.08896608,0.5241401,0.1436579,-0.5037045,0.31811374,0.28597263,0.40526617,0.36950144,0.43429643,0.33906525,0.6204008,-0.4701863,0.4972579,0.046992265,-0.18985519,-0.4267936,-0.5771719,0.39516556,-0.110425934,0.046906885,0.6127041,0.45013785,0.44989812,-0.1874841,-0.44577825,-0.4472456,0.18088138,0.5109338,-0.22087424,0.61220336,0.15270922,-0.09101555,-0.61891174,0.4129268,0.4265024,-0.3248543,0.070583954,-0.20971,0.55039996,-0.45187217,0.32355076,0.057732064,0.6290808,-0.38837308,0.17585969,-0.53146034,-0.37809277,0.31146175,-0.034562603,-0.27262083,0.23890649,-0.6320371,-0.5104355,-0.36343595,-0.27787536,0.047439016,0.49199095,0.065679766,0.0017493835,0.38556966,0.53930926,-0.39846268,1.0,-0.0069229957,-0.39681888,0.30328223,0.36233556,0.475216,-0.035895422,-0.21944033,-0.298317,0.29561,-0.4108014,-0.35954145,-0.33571497,-0.5302069,-0.3584633,0.3374801,-0.49207717,0.4325355,-0.21772154,0.39965788,0.5122846,0.35074195,0.098904304,0.22066085,-0.12251253,-0.6101143,0.38031697,0.47579795,-0.22649129,0.5546418,-0.4732966,0.4789234,-0.20174836,0.36465985,0.45566177,0.5062239,-0.497086,-0.48909512,0.13702312,-0.46226907,0.11157334,0.35751384,0.06812019,0.41568682,0.21957093,-0.014952476,0.27020937,-0.38875127,-0.38342214,0.48587477,-0.46149436,0.594146,-0.15683001,0.30956748,-0.46995747,-0.2084772,0.07761022,-0.15695845,-0.19493057,-0.5671939,-0.29369885,0.106388435,-0.17968707
NFKBIB,-0.16978629,-0.55942094,-0.32363907,-0.6151947,0.11082336,-0.15748413,-0.62714136,-0.15023948,0.16011389,-0.2546418,0.4488357,-0.09027157,0.30748582,0.14677744,-0.075519614,-0.033934105,0.6692994,-0.1853715,-0.18063033,-0.6125018,-0.45597056,-0.21957834,-0.036270846,-0.5245071,-0.16587773,-0.58443034,0.58026034,0.032736193,0.6890461,-0.110170305,-0.20325018,-0.53923345,-0.6131938,-0.031610183,-0.60927457,-0.2883521,-0.6346225,0.05740861,-0.0739363,-0.39101875,-0.3570454,-0.4385276,-0.31031322,0.016600475,-0.077267595,0.20036393,-0.15074508,0.08825805,-0.1557558,0.28016123,0.06728554,-0.08194311,0.69824404,0.010334437,-0.20318638,0.031377643,-0.1959118,0.7074061,0.2851699,0.18834104,0.020274062,-0.15251617,0.64581907,-0.10965984,0.0178392,0.62369734,0.03763617,-0.0019421694,-0.14435215,0.43001014,0.15595458,-0.20532815,-0.12238421,0.13631138,-0.44245502,-0.5630506,-0.20694464,0.18782541,0.41660756,0.044097982,0.11538334,-0.2806777,-0.024219371,0.44457877,-0.5308229,0.28101277,0.048518423,0.10202686,0.37085477,0.10677943,-0.044686846,0.17509347,-0.014874024,-0.3792912,-0.107250296,0.38460284,-0.0069229957,1.0,0.1953825,-0.1689072,0.12609485,-0.008945062,0.61484295,-0.25744328,-0.13554792,0.10377917,0.07025985,0.05980289,0.1539333,-0.088211164,0.12642802,-0.5305099,-0.09778514,-0.007316582,-0.21367319,-0.307069,-0.22502539,-0.5169409,-0.48693937,-0.48994866,-0.08130094,0.24669726,-0.0005623759,-0.07003419,0.35917583,-0.084796205,0.2256371,-0.31855386,-0.15051022,-0.40198582,-0.22008125,0.050317533,0.09261129,0.267553,-0.63123405,-0.03356299,-0.5411737,-0.33591145,0.008147173,-0.17846411,0.29351166,-0.33028367,-0.1085667,0.12952612,-0.40099156,-0.22011672,0.114747554,-0.09014437,-0.074442774,-0.54520625,0.12493653,-0.2774761,-0.07400961,0.6162044,-0.28156996,0.09745941,0.6777101,0.33763927,0.59143853
NFRKB,0.057479195,-0.40831816,-0.43904665,-0.2581241,0.1517977,-0.3593117,-0.30761993,-0.5100358,0.40541595,-0.62300974,0.17722392,0.49934497,0.56383556,0.29381192,-0.38267815,-0.4295318,0.4801475,-0.22731271,0.14994378,-0.39970762,-0.306425,-0.35183144,-0.4049831,-0.3351493,-0.49868295,-0.061433148,0.43562865,0.4753774,0.41182208,-0.3199008,-0.3686271,-0.10399981,-0.12933041,0.51149315,-0.2133574,-0.49905598,-0.21803774,0.36283305,-0.32034186,-0.29764026,-0.3030493,-0.5750152,-0.47317863,-0.36608574,-0.3561577,0.22591764,-0.22589794,0.28924707,0.077849746,0.24850708,0.33975536,-0.43098682,0.3872341,-0.17553067,-0.44902462,-0.43149024,-0.33467534,0.39061117,0.27225572,0.4399703,-0.24940231,-0.46592057,0.43607622,-0.559265,-0.14391707,0.38536543,0.39636847,-0.12477778,-0.14106321,0.38506943,-0.17366134,0.12323278,-0.33765197,0.48661864,-0.5179478,-0.2948557,-0.49273446,0.26132777,-0.00087565556,0.5416865,0.22662495,-0.480623,0.20912,0.40671873,-0.43384904,0.4569436,0.2948917,0.12404163,0.43134832,0.16410375,-0.5104751,0.026178345,-0.13636938,-0.2866497,-0.4026188,0.24444152,-0.39681888,0.1953825,1.0,-0.5169276,-0.44524708,-0.47872403,0.28219956,0.0102482615,0.0836096,-0.06759971,0.5066658,0.62444717,0.5019815,0.3994619,0.2331186,-0.33010978,0.58777994,-0.5640731,0.035066433,-0.4032628,-0.28091136,-0.33157274,-0.34894973,-0.3842424,0.22642565,0.61354595,-0.51498467,-0.2604122,0.50134516,-0.39118534,0.6255701,-0.41946605,0.13962412,-0.4203361,-0.4320602,-0.43814638,0.3176364,0.59306866,-0.35644,0.55715,-0.25294182,-0.48177272,-0.09523265,-0.57311463,-0.13610405,-0.23906463,-0.1329926,0.5184205,0.16713713,-0.3863833,0.23117997,-0.2626896,-0.1993995,-0.34924653,0.57686985,0.09010127,0.1442664,0.351631,0.056829028,0.28136548,0.45009124,0.25307763,0.33381158
NFYA,-0.03630864,0.21797532,0.29237375,0.16314095,-0.08611408,0.17906044,0.30531177,0.3840071,-0.38905704,0.53805006,-0.09460681,-0.4352668,-0.41270524,-0.09173188,0.29995304,0.30654454,-0.41621095,0.08867702,-0.13495533,0.33060306,0.15269133,0.40147054,0.38752973,0.36014688,0.32792026,0.08134554,-0.25819543,-0.51537776,-0.3414866,0.49245164,0.36623892,0.06259359,0.052470434,-0.3352381,0.21754774,0.4694688,0.18699838,-0.34343863,0.600102,0.21526203,0.12820338,0.3780761,0.40317282,0.56311435,0.30960298,0.00097379275,0.37204096,-0.3606185,-0.07570847,-0.24895307,-0.41703033,0.6543399,-0.26519015,0.33949614,0.4199982,0.45856845,0.40449736,-0.2942536,-0.32141596,-0.43478078,0.27421504,0.42122757,-0.34596074,0.33384046,0.07314662,-0.30458012,-0.4007687,0.028558604,0.26809058,-0.36123922,0.07029888,-0.10876888,0.30542633,-0.24781455,0.43808898,0.17487748,0.33504215,-0.39250335,-0.010833828,-0.29236805,0.04484931,0.31723318,-0.18011321,-0.37785164,0.3104171,-0.42128417,-0.3619273,0.1400743,-0.4438701,-0.08370991,0.54604185,0.03737775,0.17306861,0.2967211,0.23747692,-0.2148158,0.30328223,-0.1689072,-0.5169276,1.0,0.68112314,0.77178437,-0.20807411,-0.013945509,-0.010374734,0.04418957,-0.31413728,-0.3569117,-0.6192626,-0.371872,-0.12560147,0.30578655,-0.51462865,0.6518666,-0.008826459,0.23279783,0.088505976,0.24360019,0.24537621,0.45195553,-0.09747249,-0.39850733,0.64873827,0.35480443,-0.46028128,0.21845861,-0.42465764,0.2886909,-0.11930929,0.42527735,0.45685953,0.55396867,-0.15068473,-0.46994144,0.3100141,-0.3212727,0.1020212,0.47899422,0.20034564,0.54405195,0.13510588,0.3844869,-0.06728908,-0.377497,-0.15999275,0.22360322,-0.20936243,0.35026735,0.26731178,0.19733624,-0.4531623,-0.05659561,-0.10160199,-0.25240278,-0.09165111,-0.20951521,-0.29942322,-0.26030013,-0.28508747
NFYB,-0.26851463,0.051683586,0.1358725,-0.1267966,-0.01944677,0.12407368,0.023700625,0.30813387,-0.4205321,0.5497287,0.014734305,-0.56104213,-0.32660767,0.030498404,0.28155538,0.4228555,-0.096075356,-0.03710697,-0.2772731,0.051376652,-0.025694009,0.22103131,0.3851507,0.13767542,0.32609484,-0.17257856,-0.067257956,-0.54924965,-0.011127225,0.45963946,0.31208664,-0.13607615,-0.18036209,-0.4829488,-0.11064098,0.27863076,-0.119106315,-0.28929102,0.5541101,0.021120433,-0.001833648,0.20093909,0.3083667,0.500333,0.30808684,0.103118606,0.2598189,-0.3612209,-0.24465156,0.008467531,-0.44154447,0.5660716,-0.02548107,0.31151846,0.32357892,0.475226,0.33581817,0.007492534,-0.24329668,-0.3550888,0.3578591,0.30605316,-0.09925725,0.3326758,0.16431095,-0.07306708,-0.4376128,0.05643188,0.24764585,-0.055880606,0.22359352,-0.3227156,0.25381368,-0.17427851,0.26190466,0.019466478,0.25225157,-0.36441213,0.18702708,-0.30969605,0.13320287,0.09556341,-0.19202563,-0.13554111,0.12653032,-0.33904642,-0.32405165,0.07093081,-0.23073062,-0.099499315,0.44732568,0.18604052,0.19577368,0.20299882,0.258148,-0.0015478274,0.36233556,0.12609485,-0.44524708,0.68112314,1.0,0.8515909,0.018078748,-0.22870667,-0.013931923,-0.022702303,-0.4674335,-0.35865414,-0.5966435,-0.39783567,-0.03172677,0.1139537,-0.60771614,0.7401793,-0.3053469,0.036110263,-0.030777507,0.10321972,0.07916047,0.26991156,-0.19138868,-0.3345215,0.72172445,0.2974124,-0.26201934,0.2135877,-0.37354714,0.1785805,-0.24984905,0.15345937,0.36260194,0.70367986,-0.1884441,-0.43896803,-0.020322518,-0.3562178,-0.14687175,0.22913198,0.21290086,0.49150726,0.31366295,0.10339256,-0.09093639,-0.38248357,-0.4631561,0.07358876,-0.15436733,0.29137874,0.36878768,-0.11819114,-0.5272147,-0.33224642,-0.28240272,0.048383124,-0.35705116,-0.10607854,0.015272081,-0.038706996,-0.053090308
NFYC,-0.30290607,0.19753727,0.2580867,-0.007343513,-0.12650362,0.28247786,0.1323057,0.3647656,-0.49807563,0.6191991,-0.10141653,-0.5908964,-0.4006292,-0.08285862,0.32730162,0.36892155,-0.24590681,-0.033500347,-0.26622555,0.19201799,0.034294043,0.3710512,0.4965489,0.2711589,0.45345083,-0.0683516,-0.12871826,-0.6208988,-0.19167227,0.5389757,0.42677993,-0.021521289,-0.11385236,-0.5081139,-0.07167649,0.45108122,0.005454016,-0.33309203,0.65383065,0.16132542,0.1706729,0.3311008,0.46612576,0.533354,0.42694056,-0.0658123,0.42901307,-0.30135554,-0.28313565,-0.15593892,-0.5390349,0.6051494,-0.08219606,0.36680552,0.4461153,0.56324404,0.44775966,-0.12136572,-0.38577473,-0.45701033,0.36815444,0.4308041,-0.22220337,0.4155867,0.21081595,-0.12081006,-0.5431428,0.09241583,0.31648454,-0.22216076,0.17989732,-0.3601796,0.38569474,-0.23477875,0.35832348,0.09927421,0.42359805,-0.45345658,0.18972886,-0.38744333,0.01903949,0.21515161,-0.22889085,-0.24798553,0.20503719,-0.48317936,-0.43013975,0.02006168,-0.36394793,-0.043623324,0.6101598,0.14157775,0.23987792,0.29695737,0.3190671,-0.12773167,0.475216,-0.008945062,-0.47872403,0.77178437,0.8515909,1.0,-0.096594535,-0.27260205,-0.03328098,0.06373188,-0.4696856,-0.41159755,-0.6052951,-0.45124742,-0.06432673,0.24898726,-0.6347374,0.69173056,-0.3278543,0.187359,0.10522085,0.26507276,0.16682537,0.36461687,-0.23677793,-0.44492424,0.6852928,0.41121343,-0.37618408,0.34629437,-0.41744143,0.31255576,-0.2958758,0.34428853,0.49162406,0.6887241,-0.28621113,-0.53912735,0.07530163,-0.39572337,0.009959319,0.39600325,0.2374008,0.5496116,0.313502,0.16793488,-0.033116795,-0.38010037,-0.49076796,0.1771934,-0.28319484,0.37785792,0.2612614,0.062174223,-0.5617996,-0.383566,-0.1782492,-0.06819544,-0.3779294,-0.257225,-0.1437806,-0.023605946,-0.21549349
NTF4,-0.0689088,-0.5281673,-0.36553684,-0.48030195,0.18130092,-0.27812856,-0.4592175,-0.1319315,0.28194553,-0.28250605,0.3852305,0.023173902,0.35995632,0.17404418,-0.3191574,-0.1697321,0.6328728,-0.29798564,-0.11009154,-0.50035316,-0.44801146,-0.19821846,-0.16145742,-0.5180769,-0.18140604,-0.5022574,0.58443695,0.08316185,0.5514892,-0.13342991,-0.29944825,-0.50729054,-0.508047,0.1725711,-0.5323143,-0.32400048,-0.49605975,0.08870084,-0.18667097,-0.36049938,-0.36142144,-0.43842506,-0.2868175,-0.132258,-0.083387166,0.16069122,-0.05957263,0.094127014,-0.07776133,0.24263823,0.07444428,-0.19682269,0.55980164,-0.018794343,-0.2368721,-0.09680175,-0.22624385,0.60312176,0.29129946,0.2548785,-0.007583477,-0.20450099,0.59637016,-0.1668339,-0.087666646,0.56133604,0.11961274,-0.0035299095,-0.093985535,0.4634954,0.0917641,-0.12914026,-0.13334636,0.2540068,-0.3570313,-0.5728898,-0.2408615,0.24880145,0.29044455,0.12342266,0.17970441,-0.36994305,0.035013042,0.34763968,-0.4701313,0.31051594,0.061447464,-0.0040210104,0.30632532,0.2401245,-0.29603377,0.16254513,0.0010109434,-0.2913535,-0.2724859,0.33232954,-0.035895422,0.61484295,0.28219956,-0.20807411,0.018078748,-0.096594535,1.0,-0.10661365,-0.011565249,-0.07553743,0.30675033,0.28898028,0.20534334,-0.02431329,0.13698293,-0.435955,0.044946652,-0.05913772,-0.09413244,-0.21813014,-0.29736868,-0.5092001,-0.3645103,-0.33533657,0.006220889,0.33234096,-0.044835437,-0.12986508,0.4377707,-0.24255352,0.2835984,-0.35762855,-0.043681007,-0.38237995,-0.34234264,-0.037517857,0.17798643,0.40796515,-0.6074345,0.14859147,-0.55681133,-0.4025115,-0.002489496,-0.28391692,0.2235396,-0.29509956,-0.15197054,0.22838323,-0.24525148,-0.2837782,0.22343716,-0.03165901,-0.05862321,-0.41683054,0.20935148,-0.11697819,-0.013393823,0.5865969,-0.14562193,0.16477378,0.5674404,0.22158444,0.48117837
NXF1,0.84942126,0.18375959,0.011765097,0.15898147,-0.09345992,-0.13452743,0.24988511,0.0006064372,0.117488384,-0.042227585,-0.08382505,0.17348482,-0.040689986,-0.0023178742,-0.18650538,0.087787524,-0.18011539,0.12459647,0.18162315,0.18351701,0.28084823,0.05132439,-0.04301628,0.16003501,-0.18971846,0.24446501,-0.1705835,0.19040447,-0.21710232,-0.10228333,-0.05625636,0.2113652,0.26160604,0.2191172,0.26739702,-0.13373148,0.3334637,0.03056582,-0.10682763,0.13954586,-0.0026522703,0.15365286,-0.28320011,-0.23031981,-0.10523075,0.020455342,-0.18581548,-0.13370727,0.9243352,-0.011191987,0.05312979,-0.15835343,-0.2960608,-0.10190706,-0.013306389,-0.1782422,-0.021621501,-0.26447496,0.002132864,0.15947703,-0.59799796,0.109224066,-0.20804343,0.018294925,-0.6742126,-0.20861563,0.122009665,-0.026079752,-0.18234822,-0.065880224,-0.726059,0.771219,-0.252549,0.029574428,0.10720367,0.11983578,-0.034392275,0.025551546,-0.67070735,0.07550428,0.0108080525,0.06554686,0.08734564,-0.03188669,0.16614924,0.10976047,0.13985133,0.15199603,0.011349212,-0.3153529,-0.1254528,-0.61705923,0.06417868,0.059928767,-0.09577964,0.0048491885,-0.21944033,-0.25744328,0.0102482615,-0.013945509,-0.22870667,-0.27260205,-0.10661365,1.0,0.20711635,-0.08179779,0.06691013,0.013474897,-0.020740015,-0.0030470006,0.011472962,-0.18453188,0.15137403,-0.13034306,0.82861906,-0.06715878,-0.039657,-0.055507157,0.18197362,0.12038491,0.021464344,0.13814558,-0.08523802,-0.09881505,0.02945502,-0.12118179,0.002964365,-0.048947707,0.8411123,0.055734634,0.015859881,-0.17853957,0.14611445,-0.018703135,0.2868215,0.121656194,0.1623492,-0.023213822,-0.047003455,-0.049898397,-0.6587179,0.061697464,0.08467644,-0.06499957,0.6268302,-0.03824597,0.12297511,-0.17832907,0.10161865,0.21708438,0.04848041,0.8334475,-0.012971439,-0.2026412,0.8261045,0.06903605,-0.23364136,-0.6289111,-0.1124448
