,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH7A1,ARIH1,BARX2,BIRC6,CARD8,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,CSNK1G3,CYP2A7,DAD1,DDX41,DHX38,DLEC1,DMTF1,DUSP1,DYNLL1,EIF4A3,ELOA,ETF1,FFAR3,FOLR1,FOXJ3,FPR3,FURIN,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HSPA2,HYOU1,IKZF4,INPPL1,KCNAB1,LZTR1,MAP2K1,MAP2K7,MAP3K6,MBD1,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NFKBIB,NFRKB,NFYA,NFYC,NXF1,PCSK7,PCYT1A,PDCL,PDE6H,PKIB,PKMYT1,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP2R1A,PRDM10,PTBP1,PUS3,REV3L,SAE1,SCN8A,SEC16A,SLC17A7,SRD5A1,SSBP2,STT3A,TCIRG1,THAP11,TRIM48,VCP,XAB2,YARS1,ZNF302,ZNF467
GSPT1,0.19245267,-0.29647425,-0.37905174,-0.029477043,0.43129745,-0.067022435,-0.5124284,0.43365723,0.4277199,0.2826227,-0.19427338,-0.21158321,-0.46247378,-0.64182985,-0.31534857,-0.4854929,-0.059595916,0.23718596,0.46128651,0.23140681,-0.047394156,-0.10383818,0.51844156,-0.27054128,-0.31964305,-0.40157092,-0.4479597,-0.55089027,0.38543054,0.12489981,0.42957443,0.79743344,0.20805757,-0.47788373,-0.49715438,0.21447794,0.6695669,-0.52869123,0.26381484,-0.5868866,-0.15870352,0.107114695,1.0,-0.40128976,-0.29794928,0.005670137,0.48146856,-0.37761253,-0.5275493,-0.06294806,0.25005814,-0.3659007,0.6171136,0.43885857,0.20791094,-0.5513285,0.0058873342,-0.23113894,-0.5762915,-0.5254994,0.36930725,0.03763617,0.39636847,-0.4007687,-0.5431428,0.122009665,0.5039894,0.38702166,0.4762359,0.67138004,-0.33594888,0.5367428,0.21471019,-0.21788025,-0.4054824,-0.30489647,-0.15066916,0.16254921,0.6242097,-0.5421586,0.47730345,-0.50016606,0.5953278,-0.15486924,0.4597855,-0.13485196,-0.20976597,0.034503315,0.4411755,-0.34025627,0.49697182,-0.31336612,0.19718406,0.180421,0.5321118,0.255556,0.0073744347
GTF2B,0.06522904,0.2241237,0.27945524,-0.01917804,-0.62487805,0.07542578,0.15251942,-0.31809375,-0.4476112,-0.08288954,0.07195749,0.4190878,0.40206164,0.4886597,-0.028191688,0.30826333,0.096514046,-0.009732732,-0.06463386,0.05653608,0.06288091,0.14904825,-0.43332812,0.32332173,0.4004087,0.14192735,0.14744164,0.41302022,-0.5573102,-0.008725504,-0.552573,-0.39280733,-0.09189364,0.34485388,0.32659277,-0.087164335,-0.3825021,0.39129654,-0.14354071,0.54732376,0.061404895,-0.07701143,-0.40128976,1.0,0.3373604,-0.09808489,-0.5123831,0.13462143,0.3949897,0.015263482,-0.0625477,0.1822374,-0.4944917,-0.33045998,-0.027233694,0.2536992,-0.0058488236,-0.014491387,0.4253265,0.3151107,-0.3615006,-0.0019421694,-0.12477778,0.028558604,0.09241583,-0.026079752,-0.18399829,-0.30229038,-0.10231429,-0.47483683,0.35629734,-0.36323464,0.052589633,0.21462631,0.5749853,0.13546777,-0.0071621123,-0.047905594,-0.49479368,0.4918745,-0.21178141,0.22331215,-0.3314367,0.12322834,-0.4211047,0.080571786,0.087298356,-0.21937189,-0.28840405,0.48231235,-0.5094056,0.25036237,0.056518734,0.081821844,-0.6215134,-0.15333533,0.22861052
GUCY1A1,-0.06678957,0.23657799,0.39792308,-0.025715647,-0.36246535,0.1690181,0.27325663,-0.3849678,-0.311651,-0.16133623,0.17332369,0.18038592,0.4484633,0.45562,0.014345182,0.43390074,0.15823671,0.0109253805,-0.23428173,-0.19169399,0.008362248,0.24114008,-0.43149495,0.26332954,0.43144035,0.09886967,0.39978412,0.41588932,-0.27176067,-0.20156914,-0.4658189,-0.33024445,-0.051230967,0.45141143,0.2326384,-0.14800306,-0.37761933,0.41823998,-0.19526862,0.37623316,0.16796675,-0.16412951,-0.29794928,0.3373604,1.0,0.078620695,-0.34109664,0.28271645,0.38773003,0.14294842,-0.3558333,0.12031182,-0.5965993,-0.6356792,-0.2638856,0.28162915,0.07706413,-0.28399038,0.3224097,0.30522427,-0.35072258,-0.14435215,-0.14106321,0.26809058,0.31648454,-0.18234822,-0.122157395,-0.1319804,-0.13854006,-0.39050904,0.35430837,-0.20468295,-0.09832276,0.43099743,0.41673857,0.25130454,-0.033589363,0.25314134,-0.43730614,0.26000535,-0.16470838,0.40248865,-0.23296294,0.17047183,-0.12386191,0.025200587,0.19549884,0.099142626,-0.16660127,0.50099546,-0.48220098,0.32349086,-0.072436824,-0.12949128,-0.36927298,-0.10472496,0.0178963
HSPA2,-0.63569874,-0.1513444,0.027903486,-0.0026979358,0.15946494,-0.10981232,0.09815748,-0.0071202465,0.056320406,0.10757299,-0.08302958,-0.18677767,-0.09170085,-0.07090351,-0.08572387,0.16986018,-0.20866257,0.11034561,-0.18671104,0.14554869,-0.20857029,-0.25852472,0.04509674,-0.10030231,-0.027093753,-0.08373192,0.29008102,0.029243082,0.09612616,-0.7130177,0.09732471,0.076008745,0.10476419,-0.052569628,-0.06626466,0.16841455,0.14660013,-0.14485678,0.1358737,-0.035071813,0.5463735,0.047058746,0.005670137,-0.09808489,0.078620695,1.0,-0.03647571,0.059480548,-0.036219552,0.56632924,-0.09695089,-0.14244978,-0.02257062,-0.10061082,-0.0491384,0.0052189576,0.4639653,-0.034423158,-0.1136178,0.049145263,0.04324452,0.15595458,-0.17366134,0.07029888,0.17989732,-0.726059,-0.058831856,-0.021001965,-0.019834537,0.07953911,0.14107221,-0.10128422,-0.5764011,0.07060724,-0.077143125,0.037060164,-0.09101536,0.021906534,-0.08647028,-0.031487122,-0.026795413,0.10222582,-0.013303549,-0.14980721,-0.050883245,-0.13129713,0.5981962,0.07039238,0.030875854,0.07723185,0.03516549,-0.15032792,-0.6328084,-0.606683,0.11358532,0.15724668,0.386828
HYOU1,0.007106282,-0.41335922,-0.5352782,-0.19286232,0.50879174,-0.31454965,-0.3563561,0.57118565,0.59372413,0.30262873,-0.24736579,-0.4402243,-0.49452862,-0.57449543,-0.20979108,-0.48679802,-0.14584853,0.25436553,0.112735145,0.23996824,-0.13626762,-0.26221353,0.6316944,-0.423102,-0.4351577,-0.40745315,-0.40947214,-0.43219566,0.55799115,0.026382513,0.5242055,0.4149169,0.26857287,-0.4967004,-0.32373512,0.27412578,0.37947077,-0.49653617,0.3572582,-0.7227494,-0.15214258,0.3878886,0.48146856,-0.5123831,-0.34109664,-0.03647571,1.0,-0.42837444,-0.52286077,0.01998383,0.4315616,-0.37136924,0.5945643,0.30708852,0.33533803,-0.40571338,0.013283158,0.10051843,-0.4420372,-0.5167534,0.3694378,0.13631138,0.48661864,-0.24781455,-0.23477875,0.029574428,0.34035555,0.45500112,0.2942327,0.5998094,-0.40034294,0.39553064,-0.033012636,-0.44657582,-0.65312076,-0.2608792,-0.10762574,-0.09341435,0.7144396,-0.57265866,0.5616333,-0.3812174,0.3907245,-0.36795247,0.60792726,-0.26599416,-0.16156255,-0.11166951,0.5629523,-0.63986605,0.4779063,-0.48124272,-0.04628241,-0.09732008,0.6037758,0.36887133,0.0030376576
IKZF4,0.06665802,0.580328,0.47317222,0.5272445,-0.25057536,0.48192343,0.60592693,-0.51873875,-0.3111615,-0.56531054,0.5361478,0.46461707,0.4479607,0.41149232,0.52913916,0.42480537,0.31567416,-0.48889607,-0.33611953,-0.61492985,0.37240696,0.5066031,-0.33179826,0.43975446,0.4093004,0.52155286,0.5387048,0.39522955,-0.30591086,0.026315834,-0.38826057,-0.35701042,-0.5958872,0.47727808,0.42037445,-0.56443655,-0.40432507,0.4800182,-0.61349595,0.479164,0.050561022,-0.6047961,-0.37761253,0.13462143,0.28271645,0.059480548,-0.42837444,1.0,0.45833644,-0.14165333,-0.44275025,0.58906025,-0.5341142,-0.37612122,-0.46438146,0.3940665,-0.21307662,0.07448068,0.42051476,0.3517745,-0.37643427,-0.44245502,-0.5179478,0.43808898,0.35832348,0.10720367,-0.32373542,-0.4148738,-0.49221823,-0.3497715,0.50292885,-0.31133795,0.10027346,0.38960803,0.30361354,0.48271993,0.4335077,0.024271995,-0.57047415,0.34490913,-0.48546198,0.3212801,-0.58328706,0.61137676,-0.28970924,0.45192915,0.0086191725,0.354566,-0.4210164,0.43453595,-0.29471326,0.536199,0.103577904,0.11891682,-0.31624797,-0.5768678,-0.28765213
INPPL1,-0.035077266,0.5481077,0.5949677,0.18257172,-0.42715976,0.25257325,0.60521215,-0.5144266,-0.4655156,-0.43038642,0.38763645,0.36111397,0.54340553,0.61910653,0.3616324,0.6380298,0.14287832,-0.29590508,-0.31676233,-0.3602038,0.21458192,0.34680635,-0.46506062,0.4387272,0.5825397,0.4496027,0.5116308,0.6252798,-0.535857,-0.060229443,-0.51871175,-0.4921579,-0.28187814,0.60826194,0.44810423,-0.3281465,-0.48800555,0.6200002,-0.3904284,0.68552977,0.13314831,-0.28396046,-0.5275493,0.3949897,0.38773003,-0.036219552,-0.52286077,0.45833644,1.0,0.053088833,-0.39298287,0.39775553,-0.6521575,-0.48702073,-0.37103957,0.5530394,-0.02403462,0.10649985,0.45349088,0.5175672,-0.42800376,-0.20694464,-0.49273446,0.33504215,0.42359805,-0.034392275,-0.4079471,-0.45749503,-0.40398943,-0.527318,0.4660461,-0.4688514,-0.080270305,0.5207423,0.5926565,0.46314228,0.27191362,-0.19381233,-0.6944241,0.59081066,-0.5101718,0.36425155,-0.63397616,0.36469808,-0.5270654,0.36445,0.088708386,0.091119334,-0.4599371,0.5615277,-0.4990056,0.5400579,-0.06057397,0.0020768372,-0.53762525,-0.46417797,-0.011104776
KCNAB1,-0.56325847,-0.33008552,-0.08556706,-0.2963396,0.101881236,-0.3345916,-0.014752215,0.10951131,-0.07066354,0.31719255,-0.21374294,-0.36958966,-0.09871249,-0.015751466,-0.30374956,0.1637286,-0.34449562,0.31763843,-0.23362748,0.27289388,-0.37225133,-0.37035584,0.045585707,-0.105683595,-0.02482973,-0.15587394,0.19758318,0.04875008,0.042243738,-0.64234346,0.056881238,-0.035407797,0.37127084,0.00068212673,-0.036911637,0.39922336,0.13331702,0.0071275868,0.32390726,0.005819226,0.44541106,0.37929034,-0.06294806,0.015263482,0.14294842,0.56632924,0.01998383,-0.14165333,0.053088833,1.0,0.023115203,-0.2406717,-0.0073546544,-0.12405596,0.03308943,0.021533262,0.40720975,0.07367584,-0.16436984,-0.043731727,0.09276291,0.41660756,-0.00087565556,-0.010833828,0.18972886,-0.67070735,0.021397851,0.07915965,-0.020653859,-0.091877684,-0.05346465,-0.07616463,-0.59436727,0.07445159,-0.058016516,-0.16980074,-0.15888914,-0.17164382,-0.016219074,-0.06684881,0.04955899,0.12702778,0.061703265,-0.37515232,-0.07521191,-0.3132052,0.5074484,-0.0957303,0.1137884,0.022161238,0.023948835,-0.24398337,-0.62341946,-0.5998498,-0.050030813,0.38985014,0.45151168
LZTR1,-0.063959,-0.3563511,-0.5383237,-0.31840548,0.19436514,-0.38893518,-0.30871093,0.42818505,0.30306283,0.46751377,-0.41096142,-0.35145816,-0.3864447,-0.260686,-0.3237417,-0.37853172,-0.33047378,0.40260166,0.20309298,0.52454007,-0.24830341,-0.39491865,0.3530129,-0.47661817,-0.45058542,-0.40019384,-0.61589,-0.30851516,0.28634784,0.016383957,0.44417986,0.1665195,0.41504645,-0.37507862,-0.2223208,0.4421309,0.25803453,-0.44103286,0.46886668,-0.37153304,-0.1585079,0.49467984,0.25005814,-0.0625477,-0.3558333,-0.09695089,0.4315616,-0.44275025,-0.39298287,0.023115203,1.0,-0.33988985,0.5022216,0.33828256,0.58835953,-0.28682035,0.044582613,0.19401033,-0.33608073,-0.23437414,0.45973212,0.44457877,0.40671873,-0.37785164,-0.24798553,-0.03188669,0.20711619,0.17132851,0.15584403,0.16409773,-0.39765495,0.07810833,-0.04967127,-0.6166965,-0.42878127,-0.3109521,-0.24810708,-0.2808944,0.50127685,-0.2554562,0.3654761,-0.21641377,0.3283206,-0.451991,0.1982554,-0.30395004,-0.039173976,-0.52472836,0.16806218,-0.4097582,0.28598347,-0.5090356,-0.11219372,-0.11499438,0.32253122,0.4317181,0.23713341
MAP2K1,0.10067015,0.59548014,0.37064427,0.596983,-0.25433907,0.50243497,0.46009794,-0.43858328,-0.28761348,-0.6507512,0.57680386,0.47365013,0.3584843,0.2986149,0.6063236,0.25895303,0.4429224,-0.6360723,-0.18708488,-0.58183897,0.58262944,0.62361556,-0.27197164,0.37855276,0.3437975,0.567514,0.36578587,0.3258908,-0.38208088,0.106052876,-0.39471483,-0.3213115,-0.688852,0.4002736,0.4403732,-0.69571567,-0.48296258,0.36217323,-0.6411138,0.39703634,0.038084965,-0.57509553,-0.3659007,0.1822374,0.12031182,-0.14244978,-0.37136924,0.58906025,0.39775553,-0.2406717,-0.33988985,1.0,-0.44531333,-0.1785788,-0.33562133,0.3385795,-0.102287225,0.12646914,0.53355503,0.38325462,-0.41274887,-0.5308229,-0.43384904,0.3104171,0.20503719,0.16614924,-0.29766905,-0.33214235,-0.39458418,-0.19396952,0.55878687,-0.2582282,0.14460516,0.27161765,0.33331048,0.52964085,0.46510532,-0.04969169,-0.49215266,0.32537273,-0.4735998,0.20292765,-0.55767274,0.6145793,-0.24161486,0.60041857,-0.1344851,0.26116803,-0.4609459,0.3383988,-0.27620727,0.493794,0.19341649,0.17766866,-0.2792578,-0.64862686,-0.21183646
MAP2K7,0.0875808,-0.5192872,-0.5416172,-0.24385223,0.5889342,-0.28960812,-0.5600781,0.5877678,0.48664954,0.45805967,-0.31392977,-0.41256315,-0.57922184,-0.7166521,-0.40313408,-0.58134806,-0.27507642,0.2647627,0.39654848,0.38993225,-0.21676825,-0.41121912,0.5499458,-0.41682214,-0.5040447,-0.43736753,-0.5448443,-0.6748115,0.43007764,0.11251781,0.65746725,0.6069099,0.34015632,-0.5854794,-0.57254165,0.410785,0.64781225,-0.61053324,0.53937036,-0.669745,-0.26358745,0.43728784,0.6171136,-0.4944917,-0.5965993,-0.02257062,0.5945643,-0.5341142,-0.6521575,-0.0073546544,0.5022216,-0.44531333,1.0,0.7582356,0.3860123,-0.5476154,-0.012059964,0.07674522,-0.54358673,-0.53498685,0.54919434,0.28101277,0.4569436,-0.42128417,-0.48317936,0.10976047,0.44689327,0.41779515,0.4283954,0.5958371,-0.5913372,0.44127926,0.12429505,-0.48658586,-0.58383703,-0.49023238,-0.14853117,-0.055973377,0.72648036,-0.5154541,0.5210912,-0.5307837,0.6526431,-0.41278276,0.3921521,-0.306776,-0.14234586,-0.15413453,0.40934995,-0.5585865,0.60928386,-0.54286945,0.038564328,0.060253505,0.68002397,0.43115982,0.037482187
MAP3K6,0.041452423,-0.28529736,-0.3521875,-0.028942807,0.40453196,-0.043973424,-0.3580885,0.3659315,0.1820591,0.214395,-0.10341957,-0.18660529,-0.4450729,-0.57604116,-0.21338487,-0.42461738,-0.13424298,-0.03402875,0.3829041,0.229322,-0.05317259,-0.16973485,0.34447348,-0.09753659,-0.2577118,-0.11058836,-0.39668778,-0.56467026,0.17316487,0.13353993,0.45111445,0.45215687,0.12712078,-0.36940372,-0.4848975,0.18479362,0.4107172,-0.5027185,0.25519392,-0.45014417,-0.2654285,0.24587967,0.43885857,-0.33045998,-0.6356792,-0.10061082,0.30708852,-0.37612122,-0.48702073,-0.12405596,0.33828256,-0.1785788,0.7582356,1.0,0.21260671,-0.40259346,0.006086655,0.2022813,-0.24164644,-0.32203895,0.33186516,0.048518423,0.2948917,-0.3619273,-0.43013975,0.13985133,0.24958259,0.26541832,0.37003708,0.52097803,-0.3643102,0.3330567,0.11761386,-0.32983866,-0.31021425,-0.29817426,0.031689696,-0.1701941,0.45611754,-0.30794737,0.28274694,-0.45487508,0.45914894,-0.22377042,0.20572853,-0.058141008,-0.17242947,-0.08014501,0.21675299,-0.38930893,0.47873628,-0.30857885,0.059699286,0.12631676,0.4734448,0.124118514,0.063451365
